index,Object,Close-Approach (CA) Date (TDB)YYYY-mmm-DD HH:MM ± D_HH:MM,CA DistanceNominal(LD/AU),CA DistanceMinimum(LD/AU),Vrelative(km/s),Vinfinity(km/s),Nsigma,H(mag),ref,class
203,(2016 LT10),2016-Jun-12 14:58 ±,7.42/0.01907,7.41/0.01904,4.68,4.65,1100.0,26.9,5,APO*
204,(2015 XZ378),2016-Jun-13 04:38 ±   00:12,9.73/0.02501,9.67/0.02484,1.64,1.57,608.0,27.2,6,APO*
205,(2016 LJ8),2016-Jun-13 07:39 ±,6.39/0.01642,6.36/0.01635,9.07,9.05,461.0,25.2,7,APO*
206,(2016 LG49),2016-Jun-15 20:24 ±,15.11/0.03884,15.07/0.03872,17.38,17.37,766.0,22.4,15,APO*
207,(2016 LK49),2016-Jun-16 16:17 ±,3.22/0.00828,3.21/0.00826,19.98,19.97,1190.0,26.0,5,APO*
208,(2016 LY8),2016-Jun-18 13:12 ±,13.33/0.03426,13.33/0.03426,10.03,10.02,22700.0,23.2,16,APO*
209,(2016 MA),2016-Jun-19 04:34 ±,2.60/0.00668,2.60/0.00667,8.87,8.83,1320.0,27.5,2,APO*
210,(2016 LV51),2016-Jun-19 23:50 ±,17.21/0.04423,17.10/0.04394,10.89,10.89,307.0,25.3,2,APO*
211,(2009 CV),2016-Jun-20 01:31 ±,12.40/0.03186,12.40/0.03186,4.69,4.67,923000.0,24.3,29,APO*
212,(2004 TE10),2016-Jun-20 13:15 ±,17.66/0.04537,17.66/0.04537,14.05,14.05,74400.0,24.0,12,APO*
213,441987 (2010 NY65),2016-Jun-24 10:30 ±,10.71/0.02753,10.71/0.02753,12.95,12.95,73700000.0,21.5,67,ATE*
214,(2016 NA),2016-Jul-01 16:56 ±,1.26/0.00323,1.26/0.00323,7.49,7.38,3730.0,26.9,3,APO*
215,(2016 NC56),2016-Jul-06 06:50 ±   00:01,3.29/0.00845,3.28/0.00842,14.64,14.62,660.0,27.3,1,APO*
216,(2016 NO56),2016-Jul-06 20:59 ±,1.90/0.00489,1.90/0.00488,12.11,12.07,829.0,25.7,1,APO*
217,(2016 NL39),2016-Jul-06 21:28 ±,3.61/0.00927,3.60/0.00926,4.28,4.22,2570.0,27.6,20,APO*
218,(2016 NM15),2016-Jul-06 21:39 ±   00:01,6.30/0.01618,6.29/0.01616,3.2,3.15,1460.0,27.5,2,AMO*
219,(2016 NL22),2016-Jul-07 00:14 ±,8.47/0.02178,8.44/0.02169,10.62,10.61,518.0,24.7,4,APO*
220,(2016 NJ22),2016-Jul-07 10:14 ±,0.74/0.00191,0.74/0.00191,7.0,6.79,2780.0,28.4,2,ATE*
221,(2016 MO),2016-Jul-07 13:22 ±,6.64/0.01706,6.63/0.01702,7.72,7.7,816.0,24.8,7,APO*
222,(2016 NB56),2016-Jul-08 04:14 ±   00:02,7.33/0.01884,7.21/0.01853,17.58,17.57,757.0,24.3,1,APO*
223,(2016 NN15),2016-Jul-08 06:02 ±,4.31/0.01108,4.31/0.01108,7.94,7.91,36500.0,26.8,6,AMO*
224,(2016 ND1),2016-Jul-10 03:26 ±,10.43/0.02679,10.43/0.02679,5.08,5.06,91400.0,25.3,10,APO*
225,(2016 NK22),2016-Jul-11 13:15 ±,0.69/0.00177,0.69/0.00177,7.12,6.9,2640.0,29.0,3,APO*
226,(2016 NJ33),2016-Jul-11 23:20 ±,14.86/0.03819,14.86/0.03819,4.47,4.46,19600.0,25.2,11,AMO*
227,(2016 OF),2016-Jul-12 08:33 ±,8.99/0.02309,8.99/0.02309,9.06,9.05,11900.0,23.1,9,APO*
228,(2016 NC1),2016-Jul-13 00:34 ±,7.28/0.01870,7.27/0.01867,4.45,4.42,1350.0,25.3,3,ATE*
229,(2016 NG38),2016-Jul-14 09:57 ±,11.48/0.02950,11.46/0.02944,7.06,7.05,788.0,25.1,4,AMO*
230,(2016 PQ26),2016-Jul-15 21:55 ±   00:36,6.40/0.01644,6.33/0.01625,13.48,13.47,229.0,24.0,1,APO*
231,(2016 NK33),2016-Jul-16 01:16 ±   00:02,11.32/0.02910,10.92/0.02807,9.6,9.59,53.5,25.9,1,APO*
232,(2016 ND39),2016-Jul-16 16:46 ±,4.86/0.01248,4.86/0.01248,13.58,13.57,197000.0,25.2,5,APO*
233,(2016 NE56),2016-Jul-16 22:28 ±,13.58/0.03490,13.37/0.03437,12.16,12.15,134.0,24.9,1,APO*
234,(2016 QX10),2016-Jul-17 06:03 ±   00:03,17.90/0.04599,17.88/0.04595,5.42,5.41,3190.0,23.7,5,APO*
235,(2016 OA),2016-Jul-18 08:15 ±,4.51/0.01159,4.50/0.01155,17.63,17.61,696.0,25.4,2,APO*
236,(2016 MK),2016-Jul-18 12:53 ±,17.12/0.04399,17.10/0.04395,8.78,8.77,1910.0,23.1,13,AMO*
237,(2016 NS),2016-Jul-20 17:41 ±,8.69/0.02234,8.68/0.02231,5.02,4.99,1140.0,25.4,10,AMO*
238,(2014 BT8),2016-Jul-21 16:37 ±   01:41,18.58/0.04775,18.40/0.04727,6.93,6.92,15300.0,25.0,7,ATE*
239,(2016 PE8),2016-Jul-22 06:41 ±   00:10,8.94/0.02298,8.63/0.02217,9.68,9.67,106.0,26.6,1,APO*
240,(2016 NJ39),2016-Jul-22 14:26 ±,11.53/0.02963,11.41/0.02933,10.36,10.35,190.0,25.1,4,APO*
241,(2016 PP38),2016-Jul-22 22:54 ±   00:25,10.24/0.02630,9.99/0.02567,5.7,5.68,109.0,26.7,2,AMO*
242,(2016 PM38),2016-Jul-24 23:20 ±   00:05,18.63/0.04786,18.43/0.04736,9.35,9.35,218.0,26.0,2,AMO*
243,(2016 NW15),2016-Jul-26 00:22 ±,13.77/0.03537,13.66/0.03510,7.04,7.03,229.0,25.1,4,AMO*
244,(2016 NE39),2016-Jul-26 12:25 ±   00:04,6.65/0.01709,6.56/0.01686,18.29,18.28,180.0,23.5,2,APO*
245,(2016 PN39),2016-Jul-29 11:37 ±,6.17/0.01586,6.17/0.01585,10.02,10.01,5580.0,25.6,3,APO*
246,(2016 NX22),2016-Aug-02 11:32 ±,12.98/0.03335,12.96/0.03331,9.52,9.51,1800.0,23.9,12,AMO*
247,(2005 OH3),2016-Aug-03 07:13 ± 2_08:01,5.84/0.01502,5.26/0.01352,3.53,3.48,242000.0,26.0,9,AMO*
248,(2016 PP27),2016-Aug-04 01:41 ±,9.92/0.02549,9.90/0.02544,10.89,10.88,926.0,23.6,6,APO*
249,(2016 PQ),2016-Aug-07 06:21 ±,9.81/0.02520,9.79/0.02516,12.74,12.73,1490.0,25.9,7,APO*
250,(2016 OV),2016-Aug-07 10:42 ±,9.04/0.02323,9.01/0.02316,12.47,12.46,776.0,24.6,8,APO*
251,(2016 QY1),2016-Aug-10 03:14 ±   00:02,7.25/0.01863,7.23/0.01858,12.32,12.31,988.0,23.3,9,APO*
252,(2016 PX8),2016-Aug-11 08:34 ±,7.60/0.01953,7.52/0.01933,9.84,9.83,190.0,27.0,2,APO*
253,(2016 PW8),2016-Aug-12 03:37 ±,6.13/0.01575,6.12/0.01572,14.14,14.13,1110.0,26.1,4,APO*
254,(2016 RZ),2016-Aug-25 09:26 ±,10.73/0.02757,10.71/0.02752,4.33,4.31,1400.0,26.7,4,ATE*
255,(2016 PS26),2016-Aug-25 11:23 ±,13.78/0.03541,13.67/0.03512,11.62,11.62,248.0,25.4,4,APO*
256,(2016 RC18),2016-Aug-27 14:30 ±,17.46/0.04488,17.41/0.04473,7.17,7.16,739.0,26.1,5,AMO*
257,(2016 QA2),2016-Aug-28 01:26 ±,0.23/0.00058,0.23/0.00058,10.27,9.81,79600.0,25.1,4,ATE*
258,(2016 PA40),2016-Aug-29 19:12 ±,14.48/0.03721,14.45/0.03713,9.2,9.19,955.0,24.4,11,APO*
259,(2016 QD84),2016-Aug-30 16:29 ±,15.48/0.03978,15.44/0.03968,9.19,9.19,729.0,25.1,3,AMO*
260,(2016 RX),2016-Aug-30 17:27 ±,12.40/0.03187,12.37/0.03179,22.27,22.27,1010.0,25.9,8,APO*
261,(2016 RD18),2016-Aug-31 11:15 ±,12.32/0.03165,12.26/0.03150,8.2,8.19,399.0,26.5,3,AMO*
262,(2016 RV19),2016-Aug-31 12:54 ±,15.55/0.03995,15.53/0.03990,6.6,6.59,1550.0,25.3,4,AMO*
263,(2016 RJ40),2016-Aug-31 19:38 ±   00:01,14.38/0.03694,14.28/0.03669,7.21,7.2,465.0,25.2,2,AMO*
264,(2016 QB11),2016-Aug-31 20:57 ±,3.45/0.00886,3.44/0.00884,22.64,22.62,1180.0,25.8,4,APO*
265,(2016 RK17),2016-Aug-31 23:00 ±,19.18/0.04927,19.10/0.04907,8.64,8.63,441.0,25.3,6,AMO*
266,(2016 RM17),2016-Sep-01 12:37 ±,6.26/0.01610,6.24/0.01603,6.35,6.32,429.0,27.6,3,APO*
267,(2016 RP17),2016-Sep-01 15:35 ±,8.40/0.02158,8.38/0.02153,19.34,19.34,1270.0,24.5,13,APO*
268,(2016 RA34),2016-Sep-01 16:14 ±,11.02/0.02831,11.00/0.02827,8.87,8.86,1670.0,24.5,5,ATE*
269,(2016 RR1),2016-Sep-02 16:15 ±,0.34/0.00086,0.34/0.00086,7.22,6.78,1450.0,28.0,10,APO*
270,(2016 RB34),2016-Sep-03 00:17 ±   00:01,14.73/0.03786,14.67/0.03769,5.15,5.14,359.0,25.0,7,APO*
271,(2016 RS1),2016-Sep-03 00:30 ±,0.50/0.00127,0.49/0.00127,7.11,6.81,388.0,29.2,1,APO*
272,(2016 RU1),2016-Sep-03 15:45 ±,4.09/0.01051,4.08/0.01049,10.21,10.19,1070.0,27.6,5,APO*
273,(2016 RW1),2016-Sep-03 20:19 ±,7.70/0.01978,7.68/0.01972,7.5,7.49,586.0,27.0,3,AMO*
274,(2016 RL40),2016-Sep-04 00:55 ±   00:02,11.76/0.03021,11.54/0.02965,12.2,12.19,113.0,25.6,1,APO*
275,(2016 RR19),2016-Sep-04 09:58 ±,1.86/0.00477,1.85/0.00474,10.65,10.6,368.0,28.6,1,APO*
276,(2016 RV33),2016-Sep-05 00:16 ±,8.60/0.02210,8.55/0.02196,8.53,8.52,295.0,26.6,2,APO*
277,(2016 PD2),2016-Sep-05 14:27 ±,18.74/0.04816,18.72/0.04810,6.7,6.69,1350.0,24.6,7,APO*
278,477162 (2009 ES),2016-Sep-05 19:25 ±,18.83/0.04838,18.83/0.04838,18.06,18.06,866000.0,20.6,38,APO*
279,(2016 RP40),2016-Sep-05 23:26 ±,16.09/0.04134,15.97/0.04103,9.59,9.58,261.0,24.8,4,APO*
280,(2016 PR39),2016-Sep-06 08:38 ±   00:06,18.45/0.04741,17.84/0.04584,11.01,11.01,225.0,24.0,2,APO*
281,(2016 RZ17),2016-Sep-07 00:36 ±,8.77/0.02254,8.75/0.02247,14.81,14.81,750.0,25.5,3,APO*
282,(2016 SB),2016-Sep-07 03:35 ±   00:04,15.80/0.04061,15.72/0.04040,14.46,14.46,1260.0,23.1,2,APO*
283,(2016 SF),2016-Sep-07 05:25 ±   00:02,13.17/0.03385,13.10/0.03366,15.17,15.17,624.0,24.3,4,APO*
284,(2016 RD34),2016-Sep-07 14:32 ±,2.57/0.00659,2.57/0.00659,1.44,1.12,57300.0,27.6,21,APO*
285,(2016 RB1),2016-Sep-07 17:20 ±,0.11/0.00027,0.11/0.00027,8.13,6.81,28700.0,28.3,19,ATE*
286,(2016 RK40),2016-Sep-07 23:01 ±   00:01,1.35/0.00346,1.34/0.00344,14.68,14.63,305.0,27.7,1,APO*
287,(2016 RO17),2016-Sep-08 03:37 ±,2.29/0.00590,2.29/0.00589,16.01,15.98,1790.0,26.3,1,APO*
288,(2016 RQ17),2016-Sep-08 08:55 ±,16.10/0.04136,16.03/0.04118,22.15,22.15,580.0,23.9,3,APO*
289,(2016 RM40),2016-Sep-08 11:22 ±,6.14/0.01577,6.10/0.01569,23.17,23.16,451.0,24.7,2,APO*
290,(2016 RN20),2016-Sep-08 16:57 ±   00:02,2.52/0.00647,2.51/0.00645,3.23,3.1,605.0,28.2,1,APO*
291,(2016 RO40),2016-Sep-08 23:34 ±,15.57/0.04002,15.50/0.03982,14.83,14.82,449.0,24.5,2,APO*
292,(2016 RL17),2016-Sep-09 04:16 ±,8.69/0.02233,8.67/0.02229,7.72,7.7,971.0,26.5,3,ATE*
293,(2016 RV1),2016-Sep-09 07:46 ±,18.89/0.04855,18.84/0.04842,11.36,11.35,739.0,25.0,6,AMO*
294,(2016 RY17),2016-Sep-09 18:01 ±,3.62/0.00930,3.62/0.00929,11.14,11.12,1550.0,25.3,1,APO*
295,(2016 QS44),2016-Sep-10 05:03 ±,7.95/0.02044,7.89/0.02027,17.37,17.36,284.0,24.4,5,APO*
296,(2015 KE),2016-Sep-10 08:25 ±,14.92/0.03833,14.92/0.03833,2.16,2.13,38300.0,26.2,18,ATE*
297,(2016 SF1),2016-Sep-10 14:32 ±   00:03,1.33/0.00341,1.32/0.00340,8.59,8.5,631.0,24.7,9,APO*
298,(2016 RH17),2016-Sep-11 00:49 ±,6.06/0.01557,6.02/0.01548,14.09,14.08,364.0,23.5,2,APO*
299,(2016 RE34),2016-Sep-11 02:41 ±,1.19/0.00305,1.19/0.00305,4.85,4.67,1740.0,28.3,3,APO*
300,(2016 SC17),2016-Sep-11 04:58 ±   00:05,4.57/0.01174,4.47/0.01148,8.52,8.5,82.5,25.4,4,APO*
301,(2016 RO20),2016-Sep-11 12:48 ±,2.45/0.00630,2.45/0.00629,15.65,15.62,1420.0,27.2,1,APO*
302,(2016 RN41),2016-Sep-11 14:56 ±,0.06/0.00016,0.06/0.00015,11.73,10.2,26.6,31.0,3,APO*
303,(2016 RP20),2016-Sep-12 01:46 ±,11.98/0.03078,11.91/0.03060,9.87,9.86,324.0,25.6,2,APO*
304,(2016 RF34),2016-Sep-12 15:31 ±,5.67/0.01457,5.66/0.01455,8.18,8.16,1950.0,24.4,5,APO*
305,(2016 SN3),2016-Sep-12 17:08 ±   00:03,14.42/0.03705,14.31/0.03678,23.32,23.32,1280.0,23.3,3,APO*
306,(2016 LX48),2016-Sep-12 20:55 ±,17.73/0.04555,17.73/0.04555,10.77,10.77,28800000.0,19.3,98,APO*
307,(2016 RU33),2016-Sep-16 01:14 ±,6.00/0.01542,5.99/0.01538,6.78,6.76,688.0,27.5,2,APO*
308,(2016 RT20),2016-Sep-16 02:05 ±,15.68/0.04029,15.52/0.03988,17.64,17.64,227.0,24.4,1,ATE*
309,(2016 SS2),2016-Sep-16 04:20 ±,12.50/0.03213,12.45/0.03200,8.18,8.17,562.0,25.2,4,AMO*
310,(2016 QL44),2016-Sep-17 14:28 ±,3.61/0.00928,3.60/0.00925,13.75,13.73,636.0,25.1,8,APO*
311,(2016 QS11),2016-Sep-18 05:19 ±,12.18/0.03129,12.18/0.03129,3.76,3.74,7740.0,25.8,24,AMO*
312,(2016 SK2),2016-Sep-18 14:31 ±,5.47/0.01407,5.47/0.01406,13.98,13.97,3220.0,25.3,9,APO*
313,(2016 SP3),2016-Sep-19 11:32 ±   00:01,2.55/0.00655,2.54/0.00652,8.96,8.92,484.0,27.9,2,APO*
314,(2016 RM20),2016-Sep-20 10:29 ±,6.22/0.01598,6.18/0.01589,5.78,5.75,300.0,26.2,3,APO*
315,(2016 SJ),2016-Sep-21 18:28 ±,0.39/0.00100,0.39/0.00100,13.7,13.51,1270.0,29.0,2,APO*
316,(2016 SY1),2016-Sep-21 19:19 ±   00:05,3.31/0.00851,3.27/0.00841,15.42,15.4,242.0,26.4,1,APO*
317,(2015 DS53),2016-Sep-22 01:22 ±,19.08/0.04904,19.08/0.04904,12.95,12.95,142000.0,24.2,12,APO*
318,(2016 SJ2),2016-Sep-22 04:57 ±,4.83/0.01242,4.81/0.01236,10.98,10.96,458.0,26.5,1,APO*
319,(2016 TS),2016-Sep-22 06:31 ±,5.61/0.01442,5.59/0.01437,7.56,7.54,560.0,25.4,3,APO*
320,(2016 TX18),2016-Sep-22 06:51 ±   00:08,13.39/0.03441,13.01/0.03344,9.37,9.36,156.0,25.2,1,APO*
321,(2016 SU3),2016-Sep-22 07:10 ±,15.21/0.03907,15.16/0.03896,8.17,8.16,606.0,25.3,3,APO*
322,(2016 SH2),2016-Sep-22 18:55 ±,4.14/0.01064,4.13/0.01061,8.64,8.62,677.0,27.2,3,APO*
323,(2016 SJ35),2016-Sep-24 07:30 ±,1.69/0.00434,1.69/0.00434,12.18,12.13,13600.0,24.6,12,APO*
324,(2016 SU2),2016-Sep-24 19:07 ±,0.91/0.00235,0.91/0.00234,12.86,12.77,1560.0,27.6,7,ATE*
325,(2016 SA2),2016-Sep-25 07:12 ±,0.80/0.00205,0.80/0.00205,5.47,5.23,5060.0,28.2,11,APO*
326,(2016 TR2),2016-Sep-25 07:17 ±   00:39,6.74/0.01732,6.55/0.01683,8.7,8.69,76.9,26.3,1,APO*
327,(2016 SC),2016-Sep-25 10:57 ±,3.08/0.00792,3.08/0.00792,5.35,5.28,2840.0,27.6,4,APO*
328,(2016 RL20),2016-Sep-25 18:23 ±,18.17/0.04670,18.13/0.04659,15.32,15.32,954.0,23.5,8,APO*
329,(2016 SW3),2016-Sep-26 04:51 ±,1.00/0.00257,1.00/0.00257,10.33,10.23,2500.0,28.3,1,APO*
330,(2016 RH40),2016-Sep-26 06:43 ±,18.78/0.04826,18.68/0.04801,9.35,9.35,370.0,24.3,8,APO*
331,(2016 TL10),2016-Sep-26 08:55 ±   00:01,9.51/0.02443,9.45/0.02429,5.42,5.4,290.0,27.3,1,ATE*
332,(2016 SX1),2016-Sep-26 15:47 ±,2.18/0.00560,2.18/0.00560,2.82,2.64,8210.0,28.6,10,ATE*
333,(2016 TJ),2016-Sep-26 16:03 ±,17.84/0.04584,17.69/0.04546,14.48,14.47,399.0,24.8,3,APO*
334,(2016 TN18),2016-Sep-26 17:57 ±,17.90/0.04599,17.87/0.04592,9.2,9.19,2820.0,24.3,9,APO*
335,(2016 TP11),2016-Sep-27 03:22 ±,9.98/0.02563,9.97/0.02562,5.11,5.09,2610.0,24.3,16,APO*
336,(2016 TW10),2016-Sep-27 03:43 ±,6.38/0.01638,6.36/0.01635,12.47,12.46,1170.0,23.4,5,APO*
337,(2016 SG),2016-Sep-27 04:34 ±,2.34/0.00602,2.34/0.00601,15.79,15.76,1000.0,26.6,5,APO*
338,(2016 TT),2016-Sep-27 10:22 ±,4.35/0.01118,4.35/0.01117,11.91,11.89,6020.0,26.0,11,APO*
339,(2016 SW1),2016-Sep-28 02:00 ±,1.34/0.00344,1.34/0.00344,5.48,5.34,3880.0,28.5,4,APO*
340,(2016 TV19),2016-Sep-28 12:08 ±   00:27,7.23/0.01858,7.18/0.01845,10.77,10.76,285.0,25.9,1,APO*
341,(2016 SL2),2016-Sep-29 10:00 ±,2.38/0.00612,2.37/0.00610,24.12,24.1,1030.0,25.4,2,APO*
342,(2016 TM),2016-Sep-29 13:21 ±,3.42/0.00879,3.42/0.00879,4.6,4.53,2350.0,27.5,14,APO*
343,(2016 SZ1),2016-Sep-29 16:47 ±,6.12/0.01573,6.11/0.01570,10.89,10.87,1100.0,26.3,3,APO*
344,(2009 UG),2016-Sep-29 21:40 ±,6.36/0.01634,6.36/0.01634,8.98,8.97,250000.0,23.4,20,ATE*
345,(2015 SO2),2016-Sep-30 00:22 ±,17.38/0.04465,17.38/0.04465,6.08,6.07,33900.0,23.9,17,ATE*
346,(2016 TD),2016-Sep-30 17:15 ±,0.59/0.00151,0.59/0.00151,13.82,13.69,2450.0,28.1,2,APO*
347,(2016 TB11),2016-Oct-01 02:41 ±,10.40/0.02673,10.34/0.02656,11.86,11.85,327.0,25.2,1,APO*
348,(2016 TU93),2016-Oct-01 16:48 ±,9.57/0.02458,9.51/0.02443,10.44,10.43,324.0,26.3,1,APO*
349,(2016 TA),2016-Oct-02 06:28 ±,2.30/0.00591,2.30/0.00591,31.99,31.98,1780.0,26.3,2,APO*
350,(2016 TQ54),2016-Oct-02 11:33 ±,2.50/0.00644,2.48/0.00636,8.8,8.75,168.0,27.2,1,ATE*
351,(2016 TQ18),2016-Oct-02 12:32 ±,12.50/0.03212,12.49/0.03208,9.72,9.71,2360.0,26.4,6,APO*
352,(2016 TQ2),2016-Oct-02 16:45 ±,3.33/0.00854,3.32/0.00853,15.33,15.31,1880.0,26.4,7,APO*
353,(2016 SH35),2016-Oct-02 18:24 ±,17.44/0.04482,17.41/0.04473,5.57,5.56,826.0,24.9,9,APO*
354,(2016 TF),2016-Oct-02 23:10 ±,11.48/0.02951,11.46/0.02946,11.57,11.57,1100.0,25.7,4,APO*
355,(2016 TK10),2016-Oct-03 06:31 ±,3.02/0.00777,3.02/0.00776,9.06,9.02,1300.0,26.3,6,APO*
356,(2016 TH),2016-Oct-03 16:30 ±,0.33/0.00086,0.33/0.00086,7.8,7.39,4370.0,29.4,2,APO*
357,(2016 TU),2016-Oct-03 21:08 ±,4.69/0.01204,4.68/0.01202,17.97,17.96,1160.0,27.2,3,APO*
358,(2016 TS2),2016-Oct-04 02:06 ±,6.94/0.01784,6.93/0.01780,6.92,6.9,747.0,26.5,2,APO*
359,(2016 TT55),2016-Oct-04 07:51 ±,12.03/0.03092,11.95/0.03070,9.3,9.29,256.0,25.9,5,APO*
360,(2016 TJ17),2016-Oct-04 18:15 ±,1.22/0.00314,1.22/0.00313,16.1,16.04,1380.0,25.4,7,APO*
361,(2016 TQ56),2016-Oct-05 18:13 ±,12.91/0.03317,12.87/0.03308,10.11,10.11,668.0,24.0,8,APO*
362,462959 (2011 DU),2016-Oct-06 20:30 ±,15.16/0.03896,15.16/0.03896,8.72,8.71,12100000.0,21.0,80,APO*
363,(2016 TP2),2016-Oct-06 20:51 ±,2.21/0.00568,2.21/0.00567,14.69,14.66,1610.0,26.6,4,APO*
364,(2016 TM10),2016-Oct-06 21:56 ±,6.78/0.01742,6.74/0.01733,20.29,20.28,461.0,26.3,2,APO*
365,(2016 TT92),2016-Oct-07 04:25 ±,7.37/0.01893,7.36/0.01892,8.21,8.19,3410.0,26.3,9,APO*
366,(2016 SR2),2016-Oct-07 08:00 ±,3.77/0.00970,3.77/0.00969,5.71,5.67,2900.0,26.2,11,APO*
367,(2016 TO18),2016-Oct-07 10:25 ±,9.75/0.02506,9.72/0.02498,12.35,12.34,629.0,25.7,4,APO*
368,(2016 TG),2016-Oct-07 13:50 ±,8.08/0.02076,8.05/0.02069,14.68,14.67,669.0,25.4,5,APO*
369,(2016 TX10),2016-Oct-07 22:23 ±,5.21/0.01339,5.19/0.01334,15.04,15.03,590.0,25.7,2,APO*
370,(2016 TG94),2016-Oct-08 01:33 ±,0.56/0.00145,0.56/0.00144,8.99,8.78,548.0,29.7,1,APO*
371,(2016 TC),2016-Oct-08 15:07 ±,7.22/0.01854,7.18/0.01844,10.2,10.18,353.0,25.9,3,APO*
372,(2016 TA11),2016-Oct-08 21:43 ±,4.99/0.01282,4.98/0.01279,7.77,7.74,819.0,27.1,2,APO*
373,(2016 TS54),2016-Oct-10 04:22 ±,0.20/0.00050,0.19/0.00050,16.94,16.62,1030.0,27.8,2,APO*
374,(2016 UH101),2016-Oct-10 18:57 ±,17.71/0.04551,17.71/0.04550,9.48,9.48,7140.0,22.7,12,APO*
375,(2016 TJ10),2016-Oct-11 01:08 ±,4.24/0.01090,4.21/0.01081,13.82,13.8,239.0,25.2,3,APO*
376,(2016 TK18),2016-Oct-11 13:35 ±,5.52/0.01418,5.50/0.01414,11.15,11.13,672.0,27.4,2,APO*
377,(2016 TD11),2016-Oct-11 16:18 ±,5.67/0.01458,5.67/0.01456,7.28,7.25,1350.0,26.3,6,APO*
378,(2016 TB19),2016-Oct-11 19:13 ±,0.82/0.00212,0.82/0.00211,13.12,13.03,949.0,29.1,2,APO*
379,(2016 TC57),2016-Oct-11 22:42 ±,1.23/0.00317,1.23/0.00316,8.81,8.71,2150.0,27.1,6,APO*
380,(2016 TO11),2016-Oct-12 19:01 ±,2.33/0.00599,2.32/0.00596,9.79,9.74,510.0,27.3,5,APO*
381,(2007 TR68),2016-Oct-13 00:26 ±   17:05,19.42/0.04989,14.87/0.03820,7.55,7.54,6320.0,25.9,6,ATE*
382,(2016 TP18),2016-Oct-13 02:34 ±,14.62/0.03757,14.50/0.03726,21.03,21.03,297.0,24.8,3,APO*
383,(2016 TX17),2016-Oct-13 23:44 ±,16.07/0.04128,15.89/0.04084,17.39,17.39,218.0,23.5,3,APO*
384,(2016 UD26),2016-Oct-14 11:30 ±,5.88/0.01512,5.87/0.01508,10.67,10.66,1180.0,24.3,4,APO*
385,(2016 TM56),2016-Oct-14 18:22 ±,3.78/0.00972,3.78/0.00972,3.58,3.5,7550.0,26.8,19,APO*
386,(2016 UP5),2016-Oct-15 13:30 ±,8.94/0.02298,8.92/0.02293,9.05,9.03,779.0,24.4,8,APO*
387,(2016 TZ55),2016-Oct-15 21:03 ±,2.14/0.00549,2.13/0.00546,18.38,18.35,495.0,27.0,3,APO*
388,(1993 TZ),2016-Oct-16 02:20 ±,14.36/0.03691,14.36/0.03691,12.71,12.71,240000.0,26.0,13,APO*
389,(2016 UA41),2016-Oct-16 04:35 ±,16.15/0.04151,16.14/0.04147,7.29,7.28,3040.0,24.4,11,APO*
390,(2016 TH10),2016-Oct-16 22:24 ±,7.32/0.01881,7.30/0.01877,12.38,12.37,857.0,24.9,11,ATE*
391,(2016 UD),2016-Oct-17 23:32 ±   00:03,0.19/0.00048,0.19/0.00048,22.36,22.12,797.0,26.6,1,APO*
392,(2014 UR),2016-Oct-18 03:49 ±,11.96/0.03074,11.96/0.03074,4.31,4.29,3000000.0,26.6,24,ATE*
393,(2016 TY55),2016-Oct-18 19:07 ±,2.57/0.00661,2.57/0.00661,4.87,4.79,2800.0,26.9,8,APO*
394,(2016 TE55),2016-Oct-18 22:31 ±,13.16/0.03381,13.00/0.03340,12.99,12.99,174.0,25.9,1,APO*
395,(2016 US31),2016-Oct-19 13:33 ±,18.51/0.04756,18.44/0.04739,8.09,8.08,492.0,25.2,4,APO*
396,(2016 US4),2016-Oct-20 01:52 ±,7.16/0.01841,7.16/0.01839,10.64,10.63,1830.0,24.4,2,ATE*
397,(2016 UZ5),2016-Oct-20 08:54 ±,16.85/0.04331,16.76/0.04307,9.95,9.95,348.0,25.6,3,AMO*
398,(2016 UC42),2016-Oct-22 00:06 ±,6.59/0.01692,6.54/0.01681,14.54,14.53,320.0,24.9,4,APO*
399,(2016 UY5),2016-Oct-22 01:55 ±   00:02,11.86/0.03046,11.78/0.03026,4.6,4.58,238.0,27.1,3,AMO*
400,(2016 UQ41),2016-Oct-23 21:34 ±,18.10/0.04651,18.02/0.04629,9.88,9.88,405.0,25.3,4,ATE*
401,(2016 UR5),2016-Oct-24 06:11 ±,3.09/0.00793,3.08/0.00791,14.92,14.9,990.0,26.7,1,ATE*
402,(2016 UQ36),2016-Oct-24 22:20 ±,1.03/0.00265,1.03/0.00265,11.58,11.5,1240.0,27.7,4,APO*
403,(2016 TH94),2016-Oct-26 00:32 ± 1_05:33,12.77/0.03282,9.67/0.02484,15.15,15.14,19.1,24.8,1,ATE*
404,(2016 UD42),2016-Oct-26 15:00 ±,17.95/0.04612,17.89/0.04597,6.62,6.61,506.0,25.7,4,AMO*
405,(2016 UA6),2016-Oct-26 22:47 ±,16.50/0.04241,16.45/0.04228,7.72,7.72,572.0,25.8,4,ATE*
406,413260 (2003 TL4),2016-Oct-27 16:47 ±,10.06/0.02586,10.06/0.02586,10.35,10.34,16200000.0,19.4,66,ATE*
407,(2016 UB26),2016-Oct-27 21:59 ±,11.61/0.02983,11.54/0.02966,17.1,17.09,405.0,25.0,3,APO*
